tipo,titulo,duracion,artista,letra,album,genero
cancion,Crimson Stars,4.7,Sebastian Lopez,Sample lyrics snippet...,Origins,Hip-Hop
cancion,Lost Echoes,3.9,Mia Wilson,Sample lyrics snippet...,Echoes,Country
cancion,Stormy Paths,3.8,Noah Perez,Sample lyrics snippet...,Origins,Pop
cancion,Wild Horizons,4.1,Ethan Moore,Sample lyrics snippet...,Origins,Pop
cancion,Hidden Stars,3.3,Charlotte Lee,Sample lyrics snippet...,Echoes,Hip-Hop
cancion,Shadow Visions,4.6,Luna Taylor,Sample lyrics snippet...,Echoes,Jazz
cancion,Crimson Echoes,2.9,Mateo Martin,Sample lyrics snippet...,Silhouettes,Reggaeton
cancion,Golden Paths,5.1,Benjamin Johnson,Sample lyrics snippet...,Odyssey,Reggaeton
cancion,Lonely Rivers,5.5,Charlotte Gonzalez,Sample lyrics snippet...,Voyager,R&B
cancion,Lonely Lights,4.8,Olivia Martin,Sample lyrics snippet...,Origins,Pop
cancion,Electric Roads,3.3,Isabella Moore,Sample lyrics snippet...,Horizons,Rock
cancion,Fallen Mirrors,5.3,Camila Taylor,Sample lyrics snippet...,Spectrum,R&B
cancion,Broken Visions,3.0,Sebastian Garcia,Sample lyrics snippet...,Waves,Country
cancion,Electric Dreams,3.0,Lucas Jackson,Sample lyrics snippet...,Horizons,Country
cancion,Shadow Rivers,3.6,Luna Martin,Sample lyrics snippet...,Reflections,Pop
cancion,Lonely Hearts,3.5,Sebastian Martin,Sample lyrics snippet...,Echoes,Clásica
cancion,Fallen Mirrors,5.4,Ava Hernandez,Sample lyrics snippet...,Waves,Pop
cancion,Velvet Borders,3.6,Oliver Jackson,Sample lyrics snippet...,Voyager,R&B
cancion,Stormy Paths,4.3,Luna Martin,Sample lyrics snippet...,Echoes,Clásica
cancion,Blazing Stars,3.0,Sebastian Lee,Sample lyrics snippet...,Voyager,Electrónica
cancion,Broken Roads,4.5,Luna Perez,Sample lyrics snippet...,Reflections,Country
cancion,Stormy Steps,3.2,Charlotte Smith,Sample lyrics snippet...,Voyager,Electrónica
cancion,Crimson Rivers,4.0,Ethan Moore,Sample lyrics snippet...,Origins,Country
cancion,Midnight Horizons,3.1,Liam Martin,Sample lyrics snippet...,Spectrum,Electrónica
cancion,Endless Mirrors,3.2,Elijah Moore,Sample lyrics snippet...,Odyssey,Electrónica
cancion,Dreaming Rivers,3.4,Ethan Garcia,Sample lyrics snippet...,Echoes,Rock
cancion,Stormy Echoes,3.6,Lucas Gonzalez,Sample lyrics snippet...,Voyager,Hip-Hop
cancion,Golden Paths,5.2,Mia Martin,Sample lyrics snippet...,Waves,Rock
cancion,Endless Hearts,5.4,Liam Moore,Sample lyrics snippet...,Origins,R&B
cancion,Neon Secrets,3.1,Mia Gonzalez,Sample lyrics snippet...,Odyssey,Indie
cancion,Silent Borders,4.3,Olivia Brown,Sample lyrics snippet...,Origins,Pop
cancion,Hidden Secrets,4.1,Ema Martin,Sample lyrics snippet...,Origins,Country
cancion,Lonely Visions,3.8,Valentina White,Sample lyrics snippet...,Spectrum,Reggaeton
cancion,Golden Waves,2.9,Ava Martinez,Sample lyrics snippet...,Waves,Hip-Hop
cancion,Wild Rivers,4.2,Isabella Thompson,Sample lyrics snippet...,Odyssey,Country
cancion,Shadow Mirrors,2.5,Charlotte Garcia,Sample lyrics snippet...,Waves,Reggaeton
cancion,Lonely Hearts,2.6,Sebastian White,Sample lyrics snippet...,Odyssey,Country
cancion,Neon Visions,5.5,Luna Garcia,Sample lyrics snippet...,Paradise,R&B
cancion,Dreaming Rivers,4.7,Olivia Lee,Sample lyrics snippet...,Paradise,R&B
cancion,Fallen Secrets,2.8,Ava Martin,Sample lyrics snippet...,Waves,Rock
cancion,Velvet Storms,4.4,Olivia Anderson,Sample lyrics snippet...,Spectrum,Electrónica
cancion,Dreaming Horizons,5.3,Sofia Johnson,Sample lyrics snippet...,Waves,Reggaeton
cancion,Lost Steps,4.0,Ethan Lee,Sample lyrics snippet...,Reflections,Jazz
cancion,Stormy Flames,4.8,Benjamin Smith,Sample lyrics snippet...,Horizons,Pop
cancion,Silent Secrets,2.6,Sofia Sanchez,Sample lyrics snippet...,Horizons,Country
cancion,Endless Echoes,4.0,Oliver Thompson,Sample lyrics snippet...,Silhouettes,R&B
cancion,Lonely Horizons,5.3,Mateo Garcia,Sample lyrics snippet...,Paradise,Rock
cancion,Wild Dreams,3.3,Isabella Anderson,Sample lyrics snippet...,Odyssey,Rock
cancion,Endless Stars,3.1,Ava Gonzalez,Sample lyrics snippet...,Voyager,Indie
cancion,Fallen Dreams,3.7,Ethan Lopez,Sample lyrics snippet...,Horizons,Hip-Hop
cancion,Silent Mirrors,5.3,Sofia Martin,Sample lyrics snippet...,Spectrum,Hip-Hop
cancion,Wild Voices,4.5,Sofia Moore,Sample lyrics snippet...,Odyssey,Electrónica
cancion,Wild Hearts,4.7,Camila Moore,Sample lyrics snippet...,Origins,Rock
cancion,Hidden Flames,4.3,Ethan Thompson,Sample lyrics snippet...,Horizons,Jazz
cancion,Lonely Secrets,4.5,Ava Smith,Sample lyrics snippet...,Silhouettes,Reggaeton
cancion,Shadow Steps,3.6,Isabella Lee,Sample lyrics snippet...,Voyager,Electrónica
cancion,Blazing Paths,4.4,Elijah Hernandez,Sample lyrics snippet...,Reflections,Reggaeton
cancion,Endless Stars,4.2,Sebastian Perez,Sample lyrics snippet...,Silhouettes,Jazz
cancion,Fallen Lights,4.4,Noah Gonzalez,Sample lyrics snippet...,Origins,Clásica
cancion,Endless Secrets,5.0,Liam Johnson,Sample lyrics snippet...,Silhouettes,Jazz
cancion,Blazing Dreams,2.6,Charlotte Lopez,Sample lyrics snippet...,Horizons,Rock
cancion,Shadow Skies,2.6,Isabella Hernandez,Sample lyrics snippet...,Echoes,Electrónica
cancion,Hidden Skies,2.9,Oliver Jackson,Sample lyrics snippet...,Paradise,Clásica
cancion,Broken Paths,4.5,Oliver Garcia,Sample lyrics snippet...,Spectrum,Clásica
cancion,Lost Voices,5.2,Mateo Thompson,Sample lyrics snippet...,Paradise,Reggaeton
cancion,Lonely Paths,4.8,Amelia Lopez,Sample lyrics snippet...,Paradise,R&B
cancion,Dreaming Stars,2.8,Mateo Sanchez,Sample lyrics snippet...,Spectrum,Rock
cancion,Electric Mirrors,4.5,Ava Taylor,Sample lyrics snippet...,Spectrum,Rock
cancion,Midnight Stars,4.5,Sebastian Martin,Sample lyrics snippet...,Reflections,Reggaeton
cancion,Lonely Storms,2.9,Valentina Brown,Sample lyrics snippet...,Silhouettes,Reggaeton
cancion,Crystal Dreams,3.3,Isabella Martinez,Sample lyrics snippet...,Waves,Clásica
cancion,Shadow Dreams,4.0,Valentina Moore,Sample lyrics snippet...,Echoes,Hip-Hop
cancion,Crystal Steps,3.2,Sebastian Sanchez,Sample lyrics snippet...,Paradise,Electrónica
cancion,Crystal Stars,3.4,Charlotte Brown,Sample lyrics snippet...,Waves,Electrónica
cancion,Lonely Steps,4.5,Ema Hernandez,Sample lyrics snippet...,Origins,R&B
cancion,Broken Echoes,4.9,Mia Smith,Sample lyrics snippet...,Spectrum,Indie
cancion,Electric Rivers,5.2,Isabella Perez,Sample lyrics snippet...,Voyager,Electrónica
cancion,Lost Memories,4.3,Sofia Anderson,Sample lyrics snippet...,Echoes,Country
cancion,Crystal Stars,3.6,Ava Garcia,Sample lyrics snippet...,Odyssey,Reggaeton
cancion,Wild Borders,3.2,Mia Taylor,Sample lyrics snippet...,Voyager,Electrónica
cancion,Golden Roads,3.8,Ava Lopez,Sample lyrics snippet...,Reflections,Clásica
cancion,Velvet Lights,5.3,Isabella Thomas,Sample lyrics snippet...,Voyager,Rock
cancion,Silent Paths,2.6,Ema Garcia,Sample lyrics snippet...,Silhouettes,Electrónica
cancion,Crystal Stars,3.5,Amelia Taylor,Sample lyrics snippet...,Spectrum,Indie
cancion,Shadow Memories,3.3,Benjamin Thomas,Sample lyrics snippet...,Odyssey,Hip-Hop
cancion,Stormy Steps,3.3,Mia Anderson,Sample lyrics snippet...,Odyssey,R&B
cancion,Shadow Secrets,3.0,Mia Martinez,Sample lyrics snippet...,Silhouettes,Hip-Hop
cancion,Endless Secrets,3.1,Ava Martinez,Sample lyrics snippet...,Silhouettes,Electrónica
cancion,Neon Lights,4.1,Mateo Gonzalez,Sample lyrics snippet...,Echoes,Reggaeton
cancion,Silent Stars,4.2,Ema Anderson,Sample lyrics snippet...,Spectrum,Clásica
cancion,Velvet Secrets,5.0,Olivia Thompson,Sample lyrics snippet...,Odyssey,Clásica
cancion,Lonely Skies,4.1,Ethan Taylor,Sample lyrics snippet...,Voyager,Indie
cancion,Crimson Flames,3.4,Lucas Smith,Sample lyrics snippet...,Odyssey,Indie
cancion,Blazing Flames,4.1,Benjamin Thomas,Sample lyrics snippet...,Reflections,Electrónica
cancion,Electric Dreams,3.1,Oliver Lopez,Sample lyrics snippet...,Odyssey,R&B
cancion,Midnight Stars,5.0,Noah Anderson,Sample lyrics snippet...,Reflections,Clásica
cancion,Shadow Memories,4.2,Camila Taylor,Sample lyrics snippet...,Reflections,Indie
cancion,Wild Lights,3.9,Sebastian Lopez,Sample lyrics snippet...,Echoes,Electrónica
cancion,Wild Dreams,3.4,Mia Smith,Sample lyrics snippet...,Waves,Country
cancion,Stormy Storms,3.5,Liam Anderson,Sample lyrics snippet...,Reflections,Pop
cancion,Wild Storms,4.2,Elijah Anderson,Sample lyrics snippet...,Waves,Rock
cancion,Stormy Lights,3.1,Elijah White,Sample lyrics snippet...,Spectrum,Indie
cancion,Lonely Lights,4.2,Valentina Thomas,Sample lyrics snippet...,Reflections,Rock
cancion,Midnight Borders,3.5,Sebastian Wilson,Sample lyrics snippet...,Odyssey,Hip-Hop
cancion,Fallen Hearts,3.0,Valentina Lee,Sample lyrics snippet...,Waves,Reggaeton
cancion,Prueba,2.0,Taylor Swift,Prueba,Prueba,Pop
cancion,Pumped Up Kicks,3.0,Foster The People (2 miembros),,Torches,Rock
cancion,Sky Reflections,3.8,Ava Martinez,"These skies, they talk to me...",Horizons,Indie
cancion,Digital Sunset,4.2,Liam Smith,In circuits we trust...,Electric Pulse,Electrónica
